city,countyOrParish,stateOrProvince,address,shortAddress
Green Island,Albany,NY,"8319 Maple Drive, Green Island, NY 12305",8319 Maple Drive
Albany,Albany,NY,"4635 Pine Lane, Albany, NY 12306",4635 Pine Lane
Clifton Park,Saratoga,NY,"9502 Delaware Avenue, Clifton Park, NY 12307",9502 Delaware Avenue
Guilderland,Albany,NY,"7317 Delaware Avenue, Guilderland, NY 12308",7317 Delaware Avenue
Green Island,Albany,NY,"5447 Elm Street, Green Island, NY 12309",5447 Elm Street
Troy,Rensselaer,NY,"5273 Chestnut Street, Troy, NY 12310",5273 Chestnut Street
Bethlehem,Albany,NY,"9369 Elm Street, Bethlehem, NY 12311",9369 Elm Street
Bethlehem,Albany,NY,"6731 Central Avenue, Bethlehem, NY 12312",6731 Central Avenue
Green Island,Albany,NY,"7750 Elm Street, Green Island, NY 12313",7750 Elm Street
Cohoes,Albany,NY,"2493 Delaware Avenue, Cohoes, NY 12314",2493 Delaware Avenue
Albany,Albany,NY,"2069 Oak Street, Albany, NY 12315",2069 Oak Street
Colonie,Albany,NY,"7214 Washington Avenue, Colonie, NY 12316",7214 Washington Avenue
Schenectady,Schenectady,NY,"7487 Western Avenue, Schenectady, NY 12317",7487 Western Avenue
Guilderland,Albany,NY,"6718 State Street, Guilderland, NY 12318",6718 State Street
Colonie,Albany,NY,"7693 Maple Drive, Colonie, NY 12319",7693 Maple Drive
Green Island,Albany,NY,"6513 Madison Avenue, Green Island, NY 12320",6513 Madison Avenue
Green Island,Albany,NY,"8743 Elm Street, Green Island, NY 12321",8743 Elm Street
Green Island,Albany,NY,"7995 Central Avenue, Green Island, NY 12322",7995 Central Avenue
Clifton Park,Saratoga,NY,"1122 Park Boulevard, Clifton Park, NY 12323",1122 Park Boulevard
Watervliet,Albany,NY,"3728 Madison Avenue, Watervliet, NY 12324",3728 Madison Avenue
Cohoes,Albany,NY,"1613 Washington Avenue, Cohoes, NY 12325",1613 Washington Avenue
Troy,Rensselaer,NY,"2726 Pine Lane, Troy, NY 12326",2726 Pine Lane
Albany,Albany,NY,"754 Oak Street, Albany, NY 12327",754 Oak Street
Albany,Albany,NY,"4807 River Road, Albany, NY 12328",4807 River Road
Green Island,Albany,NY,"7057 State Street, Green Island, NY 12329",7057 State Street
Bethlehem,Albany,NY,"8703 Hudson Avenue, Bethlehem, NY 12330",8703 Hudson Avenue
Clifton Park,Saratoga,NY,"2951 Broadway, Clifton Park, NY 12331",2951 Broadway
Guilderland,Albany,NY,"1294 Elm Street, Guilderland, NY 12332",1294 Elm Street
Clifton Park,Saratoga,NY,"3946 Delaware Avenue, Clifton Park, NY 12333",3946 Delaware Avenue
Clifton Park,Saratoga,NY,"2345 Park Boulevard, Clifton Park, NY 12334",2345 Park Boulevard
Troy,Rensselaer,NY,"4162 Lark Street, Troy, NY 12335",4162 Lark Street
Watervliet,Albany,NY,"154 Lark Street, Watervliet, NY 12336",154 Lark Street
Watervliet,Albany,NY,"8956 Broadway, Watervliet, NY 12337",8956 Broadway
Colonie,Albany,NY,"7238 River Road, Colonie, NY 12338",7238 River Road
Clifton Park,Saratoga,NY,"4902 Hudson Avenue, Clifton Park, NY 12339",4902 Hudson Avenue
Watervliet,Albany,NY,"7485 Pine Lane, Watervliet, NY 12340",7485 Pine Lane
Bethlehem,Albany,NY,"6303 Delaware Avenue, Bethlehem, NY 12341",6303 Delaware Avenue
Colonie,Albany,NY,"3887 Elm Street, Colonie, NY 12342",3887 Elm Street
Clifton Park,Saratoga,NY,"5882 Pine Lane, Clifton Park, NY 12343",5882 Pine Lane
Watervliet,Albany,NY,"360 Elm Street, Watervliet, NY 12344",360 Elm Street
Watervliet,Albany,NY,"133 Central Avenue, Watervliet, NY 12345",133 Central Avenue
Clifton Park,Saratoga,NY,"8139 Pine Lane, Clifton Park, NY 12346",8139 Pine Lane
Bethlehem,Albany,NY,"9947 River Road, Bethlehem, NY 12347",9947 River Road
Bethlehem,Albany,NY,"3116 Maple Drive, Bethlehem, NY 12348",3116 Maple Drive
Guilderland,Albany,NY,"1592 Central Avenue, Guilderland, NY 12349",1592 Central Avenue
Watervliet,Albany,NY,"7223 Central Avenue, Watervliet, NY 12350",7223 Central Avenue
Clifton Park,Saratoga,NY,"5978 State Street, Clifton Park, NY 12351",5978 State Street
Colonie,Albany,NY,"4836 Oak Street, Colonie, NY 12352",4836 Oak Street
Cohoes,Albany,NY,"2878 Chestnut Street, Cohoes, NY 12353",2878 Chestnut Street
Guilderland,Albany,NY,"8838 River Road, Guilderland, NY 12354",8838 River Road
Schenectady,Schenectady,NY,"8222 Maple Drive, Schenectady, NY 12355",8222 Maple Drive
Guilderland,Albany,NY,"4211 Delaware Avenue, Guilderland, NY 12356",4211 Delaware Avenue
Watervliet,Albany,NY,"5550 Washington Avenue, Watervliet, NY 12357",5550 Washington Avenue
Troy,Rensselaer,NY,"1234 State Street, Troy, NY 12358",1234 State Street
Bethlehem,Albany,NY,"6512 River Road, Bethlehem, NY 12359",6512 River Road
Colonie,Albany,NY,"6465 Western Avenue, Colonie, NY 12360",6465 Western Avenue
Watervliet,Albany,NY,"8792 Washington Avenue, Watervliet, NY 12361",8792 Washington Avenue
Troy,Rensselaer,NY,"6039 Maple Drive, Troy, NY 12362",6039 Maple Drive
Clifton Park,Saratoga,NY,"6243 River Road, Clifton Park, NY 12363",6243 River Road
Colonie,Albany,NY,"3831 Delaware Avenue, Colonie, NY 12364",3831 Delaware Avenue
Albany,Albany,NY,"9199 Oak Street, Albany, NY 12365",9199 Oak Street
Clifton Park,Saratoga,NY,"3627 Madison Avenue, Clifton Park, NY 12366",3627 Madison Avenue
Troy,Rensselaer,NY,"4952 Hudson Avenue, Troy, NY 12367",4952 Hudson Avenue
Colonie,Albany,NY,"2291 Central Avenue, Colonie, NY 12368",2291 Central Avenue
Albany,Albany,NY,"4987 Delaware Avenue, Albany, NY 12369",4987 Delaware Avenue
Colonie,Albany,NY,"1593 Park Boulevard, Colonie, NY 12370",1593 Park Boulevard
Schenectady,Schenectady,NY,"2223 Elm Street, Schenectady, NY 12371",2223 Elm Street
Troy,Rensselaer,NY,"6079 Hudson Avenue, Troy, NY 12372",6079 Hudson Avenue
Clifton Park,Saratoga,NY,"2532 Hudson Avenue, Clifton Park, NY 12373",2532 Hudson Avenue
Colonie,Albany,NY,"8018 Hudson Avenue, Colonie, NY 12374",8018 Hudson Avenue
Watervliet,Albany,NY,"537 River Road, Watervliet, NY 12375",537 River Road
Bethlehem,Albany,NY,"7265 Lark Street, Bethlehem, NY 12376",7265 Lark Street
Bethlehem,Albany,NY,"5943 Washington Avenue, Bethlehem, NY 12377",5943 Washington Avenue
Green Island,Albany,NY,"8921 River Road, Green Island, NY 12378",8921 River Road
Albany,Albany,NY,"6524 Maple Drive, Albany, NY 12379",6524 Maple Drive
Bethlehem,Albany,NY,"2002 Lark Street, Bethlehem, NY 12380",2002 Lark Street
Colonie,Albany,NY,"3476 Western Avenue, Colonie, NY 12381",3476 Western Avenue
Albany,Albany,NY,"5465 Park Boulevard, Albany, NY 12382",5465 Park Boulevard
Guilderland,Albany,NY,"9251 Chestnut Street, Guilderland, NY 12383",9251 Chestnut Street
Colonie,Albany,NY,"9081 Chestnut Street, Colonie, NY 12384",9081 Chestnut Street
Clifton Park,Saratoga,NY,"3539 Park Boulevard, Clifton Park, NY 12385",3539 Park Boulevard
Green Island,Albany,NY,"2418 Western Avenue, Green Island, NY 12386",2418 Western Avenue
Watervliet,Albany,NY,"2371 State Street, Watervliet, NY 12387",2371 State Street
Schenectady,Schenectady,NY,"4107 Broadway, Schenectady, NY 12388",4107 Broadway
Colonie,Albany,NY,"423 State Street, Colonie, NY 12389",423 State Street
Albany,Albany,NY,"5870 Park Boulevard, Albany, NY 12390",5870 Park Boulevard
Clifton Park,Saratoga,NY,"5305 Western Avenue, Clifton Park, NY 12391",5305 Western Avenue
Guilderland,Albany,NY,"4348 Central Avenue, Guilderland, NY 12392",4348 Central Avenue
Guilderland,Albany,NY,"6898 Washington Avenue, Guilderland, NY 12393",6898 Washington Avenue
Colonie,Albany,NY,"7803 Lark Street, Colonie, NY 12394",7803 Lark Street
Green Island,Albany,NY,"8409 Washington Avenue, Green Island, NY 12395",8409 Washington Avenue
Troy,Rensselaer,NY,"8255 Park Boulevard, Troy, NY 12396",8255 Park Boulevard
Clifton Park,Saratoga,NY,"711 Pine Lane, Clifton Park, NY 12397",711 Pine Lane
Troy,Rensselaer,NY,"511 Central Avenue, Troy, NY 12398",511 Central Avenue
Troy,Rensselaer,NY,"6581 Hudson Avenue, Troy, NY 12399",6581 Hudson Avenue
Colonie,Albany,NY,"8033 Lark Street, Colonie, NY 12400",8033 Lark Street
Colonie,Albany,NY,"1324 Oak Street, Colonie, NY 12401",1324 Oak Street
Clifton Park,Saratoga,NY,"2431 Madison Avenue, Clifton Park, NY 12402",2431 Madison Avenue
Guilderland,Albany,NY,"4506 Oak Street, Guilderland, NY 12403",4506 Oak Street
Cohoes,Albany,NY,"9788 Pine Lane, Cohoes, NY 12404",9788 Pine Lane
Troy,Rensselaer,NY,"8283 Hudson Avenue, Troy, NY 12405",8283 Hudson Avenue
Colonie,Albany,NY,"1875 Chestnut Street, Colonie, NY 12406",1875 Chestnut Street
Cohoes,Albany,NY,"7399 Park Boulevard, Cohoes, NY 12407",7399 Park Boulevard
Cohoes,Albany,NY,"5554 Lark Street, Cohoes, NY 12408",5554 Lark Street
Cohoes,Albany,NY,"6816 Washington Avenue, Cohoes, NY 12409",6816 Washington Avenue
Green Island,Albany,NY,"6993 Oak Street, Green Island, NY 12410",6993 Oak Street
Watervliet,Albany,NY,"6133 State Street, Watervliet, NY 12411",6133 State Street
Troy,Rensselaer,NY,"1100 Madison Avenue, Troy, NY 12412",1100 Madison Avenue
Colonie,Albany,NY,"1528 Hudson Avenue, Colonie, NY 12413",1528 Hudson Avenue
Colonie,Albany,NY,"6106 State Street, Colonie, NY 12414",6106 State Street
Schenectady,Schenectady,NY,"983 Oak Street, Schenectady, NY 12415",983 Oak Street
Colonie,Albany,NY,"6731 River Road, Colonie, NY 12416",6731 River Road
Cohoes,Albany,NY,"843 Pine Lane, Cohoes, NY 12417",843 Pine Lane
Clifton Park,Saratoga,NY,"5120 River Road, Clifton Park, NY 12418",5120 River Road
Colonie,Albany,NY,"9469 Chestnut Street, Colonie, NY 12419",9469 Chestnut Street
Guilderland,Albany,NY,"7901 Park Boulevard, Guilderland, NY 12420",7901 Park Boulevard
Colonie,Albany,NY,"5737 River Road, Colonie, NY 12421",5737 River Road
Colonie,Albany,NY,"4565 Park Boulevard, Colonie, NY 12422",4565 Park Boulevard
Cohoes,Albany,NY,"9191 Western Avenue, Cohoes, NY 12423",9191 Western Avenue
Clifton Park,Saratoga,NY,"4382 Western Avenue, Clifton Park, NY 12424",4382 Western Avenue
Guilderland,Albany,NY,"4478 Pine Lane, Guilderland, NY 12425",4478 Pine Lane
Green Island,Albany,NY,"5752 Western Avenue, Green Island, NY 12426",5752 Western Avenue
Guilderland,Albany,NY,"2348 Elm Street, Guilderland, NY 12427",2348 Elm Street
Colonie,Albany,NY,"2325 Western Avenue, Colonie, NY 12428",2325 Western Avenue
Colonie,Albany,NY,"8692 Chestnut Street, Colonie, NY 12429",8692 Chestnut Street
Cohoes,Albany,NY,"6879 Lark Street, Cohoes, NY 12430",6879 Lark Street
Green Island,Albany,NY,"2579 River Road, Green Island, NY 12431",2579 River Road
Watervliet,Albany,NY,"5315 Madison Avenue, Watervliet, NY 12432",5315 Madison Avenue
Albany,Albany,NY,"2550 Broadway, Albany, NY 12433",2550 Broadway
Clifton Park,Saratoga,NY,"816 Madison Avenue, Clifton Park, NY 12434",816 Madison Avenue
Watervliet,Albany,NY,"7260 Hudson Avenue, Watervliet, NY 12435",7260 Hudson Avenue
Troy,Rensselaer,NY,"9947 Lark Street, Troy, NY 12436",9947 Lark Street
Cohoes,Albany,NY,"4476 Chestnut Street, Cohoes, NY 12437",4476 Chestnut Street
Schenectady,Schenectady,NY,"1865 River Road, Schenectady, NY 12438",1865 River Road
Cohoes,Albany,NY,"1817 Pine Lane, Cohoes, NY 12439",1817 Pine Lane
Clifton Park,Saratoga,NY,"7973 Pine Lane, Clifton Park, NY 12440",7973 Pine Lane
Albany,Albany,NY,"3613 Elm Street, Albany, NY 12441",3613 Elm Street
Clifton Park,Saratoga,NY,"898 Western Avenue, Clifton Park, NY 12442",898 Western Avenue
Bethlehem,Albany,NY,"4939 Chestnut Street, Bethlehem, NY 12443",4939 Chestnut Street
Guilderland,Albany,NY,"4187 Pine Lane, Guilderland, NY 12444",4187 Pine Lane
Green Island,Albany,NY,"1966 Western Avenue, Green Island, NY 12445",1966 Western Avenue
Troy,Rensselaer,NY,"7056 Broadway, Troy, NY 12446",7056 Broadway
Guilderland,Albany,NY,"6230 Park Boulevard, Guilderland, NY 12447",6230 Park Boulevard
Schenectady,Schenectady,NY,"9155 River Road, Schenectady, NY 12448",9155 River Road
Colonie,Albany,NY,"6506 Central Avenue, Colonie, NY 12449",6506 Central Avenue
Cohoes,Albany,NY,"308 Lark Street, Cohoes, NY 12450",308 Lark Street
Colonie,Albany,NY,"5130 Hudson Avenue, Colonie, NY 12451",5130 Hudson Avenue
Clifton Park,Saratoga,NY,"6627 Hudson Avenue, Clifton Park, NY 12452",6627 Hudson Avenue
Watervliet,Albany,NY,"1888 Elm Street, Watervliet, NY 12453",1888 Elm Street
Albany,Albany,NY,"5322 Broadway, Albany, NY 12454",5322 Broadway
Clifton Park,Saratoga,NY,"7539 River Road, Clifton Park, NY 12455",7539 River Road
Colonie,Albany,NY,"7156 Washington Avenue, Colonie, NY 12456",7156 Washington Avenue
Bethlehem,Albany,NY,"7139 Elm Street, Bethlehem, NY 12457",7139 Elm Street
Schenectady,Schenectady,NY,"1289 Elm Street, Schenectady, NY 12458",1289 Elm Street
Watervliet,Albany,NY,"5563 Park Boulevard, Watervliet, NY 12459",5563 Park Boulevard
Green Island,Albany,NY,"2755 Madison Avenue, Green Island, NY 12460",2755 Madison Avenue
Schenectady,Schenectady,NY,"1869 Chestnut Street, Schenectady, NY 12461",1869 Chestnut Street
Green Island,Albany,NY,"5753 State Street, Green Island, NY 12462",5753 State Street
Bethlehem,Albany,NY,"1685 State Street, Bethlehem, NY 12463",1685 State Street
Watervliet,Albany,NY,"3233 Broadway, Watervliet, NY 12464",3233 Broadway
Clifton Park,Saratoga,NY,"2505 Madison Avenue, Clifton Park, NY 12465",2505 Madison Avenue
Guilderland,Albany,NY,"8096 Lark Street, Guilderland, NY 12466",8096 Lark Street
Clifton Park,Saratoga,NY,"9495 Lark Street, Clifton Park, NY 12467",9495 Lark Street
Clifton Park,Saratoga,NY,"5296 Oak Street, Clifton Park, NY 12468",5296 Oak Street
Guilderland,Albany,NY,"7206 Madison Avenue, Guilderland, NY 12469",7206 Madison Avenue
Troy,Rensselaer,NY,"7246 Pine Lane, Troy, NY 12470",7246 Pine Lane
Watervliet,Albany,NY,"9690 Central Avenue, Watervliet, NY 12471",9690 Central Avenue
Green Island,Albany,NY,"8313 Madison Avenue, Green Island, NY 12472",8313 Madison Avenue
Watervliet,Albany,NY,"7566 Lark Street, Watervliet, NY 12473",7566 Lark Street
Albany,Albany,NY,"933 River Road, Albany, NY 12474",933 River Road
Watervliet,Albany,NY,"1258 Madison Avenue, Watervliet, NY 12475",1258 Madison Avenue
Clifton Park,Saratoga,NY,"9734 Elm Street, Clifton Park, NY 12476",9734 Elm Street
Troy,Rensselaer,NY,"9509 Central Avenue, Troy, NY 12477",9509 Central Avenue
Troy,Rensselaer,NY,"9367 Chestnut Street, Troy, NY 12478",9367 Chestnut Street
Green Island,Albany,NY,"9913 Delaware Avenue, Green Island, NY 12479",9913 Delaware Avenue
Schenectady,Schenectady,NY,"2472 Central Avenue, Schenectady, NY 12480",2472 Central Avenue
Troy,Rensselaer,NY,"1696 Oak Street, Troy, NY 12481",1696 Oak Street
Colonie,Albany,NY,"8267 Broadway, Colonie, NY 12482",8267 Broadway
Albany,Albany,NY,"4060 Lark Street, Albany, NY 12483",4060 Lark Street
Troy,Rensselaer,NY,"8587 Broadway, Troy, NY 12484",8587 Broadway
Green Island,Albany,NY,"6109 Pine Lane, Green Island, NY 12485",6109 Pine Lane
Cohoes,Albany,NY,"6698 Oak Street, Cohoes, NY 12486",6698 Oak Street
Clifton Park,Saratoga,NY,"858 Oak Street, Clifton Park, NY 12487",858 Oak Street
Colonie,Albany,NY,"5402 Washington Avenue, Colonie, NY 12488",5402 Washington Avenue
Schenectady,Schenectady,NY,"6334 Pine Lane, Schenectady, NY 12489",6334 Pine Lane
Watervliet,Albany,NY,"9875 State Street, Watervliet, NY 12490",9875 State Street
Green Island,Albany,NY,"1336 State Street, Green Island, NY 12491",1336 State Street
Green Island,Albany,NY,"5083 Elm Street, Green Island, NY 12492",5083 Elm Street
Guilderland,Albany,NY,"9750 Madison Avenue, Guilderland, NY 12493",9750 Madison Avenue
Watervliet,Albany,NY,"9158 Elm Street, Watervliet, NY 12494",9158 Elm Street
Green Island,Albany,NY,"2094 Madison Avenue, Green Island, NY 12495",2094 Madison Avenue
Cohoes,Albany,NY,"8332 River Road, Cohoes, NY 12496",8332 River Road
Albany,Albany,NY,"5941 Pine Lane, Albany, NY 12497",5941 Pine Lane
Guilderland,Albany,NY,"3510 Oak Street, Guilderland, NY 12498",3510 Oak Street
Troy,Rensselaer,NY,"3146 Park Boulevard, Troy, NY 12499",3146 Park Boulevard
Guilderland,Albany,NY,"2539 Madison Avenue, Guilderland, NY 12500",2539 Madison Avenue
Watervliet,Albany,NY,"1658 Central Avenue, Watervliet, NY 12501",1658 Central Avenue
Green Island,Albany,NY,"2148 Elm Street, Green Island, NY 12502",2148 Elm Street
Guilderland,Albany,NY,"2659 Broadway, Guilderland, NY 12503",2659 Broadway
Clifton Park,Saratoga,NY,"2713 Lark Street, Clifton Park, NY 12504",2713 Lark Street
Albany,Albany,NY,"6732 River Road, Albany, NY 12505",6732 River Road
Bethlehem,Albany,NY,"7278 Pine Lane, Bethlehem, NY 12506",7278 Pine Lane
Troy,Rensselaer,NY,"3834 Park Boulevard, Troy, NY 12507",3834 Park Boulevard
Watervliet,Albany,NY,"7685 Chestnut Street, Watervliet, NY 12508",7685 Chestnut Street
Green Island,Albany,NY,"9346 Lark Street, Green Island, NY 12509",9346 Lark Street
Troy,Rensselaer,NY,"4617 Elm Street, Troy, NY 12510",4617 Elm Street
Schenectady,Schenectady,NY,"8642 Hudson Avenue, Schenectady, NY 12511",8642 Hudson Avenue
Guilderland,Albany,NY,"3272 State Street, Guilderland, NY 12512",3272 State Street
Watervliet,Albany,NY,"855 Delaware Avenue, Watervliet, NY 12513",855 Delaware Avenue
Green Island,Albany,NY,"9086 Washington Avenue, Green Island, NY 12514",9086 Washington Avenue
Schenectady,Schenectady,NY,"2043 Pine Lane, Schenectady, NY 12515",2043 Pine Lane
Colonie,Albany,NY,"2627 Maple Drive, Colonie, NY 12516",2627 Maple Drive
Troy,Rensselaer,NY,"8411 State Street, Troy, NY 12517",8411 State Street
Cohoes,Albany,NY,"1503 Park Boulevard, Cohoes, NY 12518",1503 Park Boulevard
Troy,Rensselaer,NY,"5728 Western Avenue, Troy, NY 12519",5728 Western Avenue
Cohoes,Albany,NY,"873 Elm Street, Cohoes, NY 12520",873 Elm Street
Schenectady,Schenectady,NY,"6127 Park Boulevard, Schenectady, NY 12521",6127 Park Boulevard
Cohoes,Albany,NY,"1338 River Road, Cohoes, NY 12522",1338 River Road
Bethlehem,Albany,NY,"462 Oak Street, Bethlehem, NY 12523",462 Oak Street
Colonie,Albany,NY,"5494 State Street, Colonie, NY 12524",5494 State Street
Guilderland,Albany,NY,"628 Pine Lane, Guilderland, NY 12525",628 Pine Lane
Troy,Rensselaer,NY,"2274 Delaware Avenue, Troy, NY 12526",2274 Delaware Avenue
Troy,Rensselaer,NY,"87 Madison Avenue, Troy, NY 12527",87 Madison Avenue
Albany,Albany,NY,"4194 Chestnut Street, Albany, NY 12528",4194 Chestnut Street
Guilderland,Albany,NY,"8992 Hudson Avenue, Guilderland, NY 12529",8992 Hudson Avenue
Colonie,Albany,NY,"4721 Park Boulevard, Colonie, NY 12530",4721 Park Boulevard
Watervliet,Albany,NY,"1997 Central Avenue, Watervliet, NY 12531",1997 Central Avenue
Bethlehem,Albany,NY,"6879 Lark Street, Bethlehem, NY 12532",6879 Lark Street
Colonie,Albany,NY,"1817 Delaware Avenue, Colonie, NY 12533",1817 Delaware Avenue
Clifton Park,Saratoga,NY,"8783 Western Avenue, Clifton Park, NY 12534",8783 Western Avenue
Schenectady,Schenectady,NY,"9422 Park Boulevard, Schenectady, NY 12535",9422 Park Boulevard
Guilderland,Albany,NY,"4773 Hudson Avenue, Guilderland, NY 12536",4773 Hudson Avenue
Albany,Albany,NY,"5781 Park Boulevard, Albany, NY 12537",5781 Park Boulevard
Clifton Park,Saratoga,NY,"6826 Broadway, Clifton Park, NY 12538",6826 Broadway
Colonie,Albany,NY,"8577 River Road, Colonie, NY 12539",8577 River Road
Colonie,Albany,NY,"8619 Western Avenue, Colonie, NY 12540",8619 Western Avenue
Cohoes,Albany,NY,"7703 Central Avenue, Cohoes, NY 12541",7703 Central Avenue
Cohoes,Albany,NY,"6117 Maple Drive, Cohoes, NY 12542",6117 Maple Drive
Albany,Albany,NY,"5851 Madison Avenue, Albany, NY 12543",5851 Madison Avenue
Green Island,Albany,NY,"3951 Washington Avenue, Green Island, NY 12544",3951 Washington Avenue
Clifton Park,Saratoga,NY,"5448 State Street, Clifton Park, NY 12545",5448 State Street
Albany,Albany,NY,"5773 Oak Street, Albany, NY 12546",5773 Oak Street
Guilderland,Albany,NY,"7613 Delaware Avenue, Guilderland, NY 12547",7613 Delaware Avenue
Guilderland,Albany,NY,"2210 Madison Avenue, Guilderland, NY 12548",2210 Madison Avenue
Troy,Rensselaer,NY,"606 Pine Lane, Troy, NY 12549",606 Pine Lane
Bethlehem,Albany,NY,"718 Chestnut Street, Bethlehem, NY 12550",718 Chestnut Street
Albany,Albany,NY,"5171 Pine Lane, Albany, NY 12551",5171 Pine Lane
Schenectady,Schenectady,NY,"6525 Delaware Avenue, Schenectady, NY 12552",6525 Delaware Avenue
Watervliet,Albany,NY,"600 Chestnut Street, Watervliet, NY 12553",600 Chestnut Street
Watervliet,Albany,NY,"5849 Central Avenue, Watervliet, NY 12554",5849 Central Avenue
Green Island,Albany,NY,"4477 Washington Avenue, Green Island, NY 12555",4477 Washington Avenue
Green Island,Albany,NY,"7160 Elm Street, Green Island, NY 12556",7160 Elm Street
Troy,Rensselaer,NY,"6335 Oak Street, Troy, NY 12557",6335 Oak Street
Guilderland,Albany,NY,"8130 Delaware Avenue, Guilderland, NY 12558",8130 Delaware Avenue
Green Island,Albany,NY,"8508 Maple Drive, Green Island, NY 12559",8508 Maple Drive
Colonie,Albany,NY,"6956 Madison Avenue, Colonie, NY 12560",6956 Madison Avenue
